K1078+860,63.545
K1078+880,63.745
K1078+900,63.95
K1078+920,64.15
K1078+940,64.35
K1078+960,64.55
K1078+980,64.74
K1079+000,64.925
K1079+020,65.08
K1079+040,65.225
K1079+060,65.34
K1079+080,65.445
K1079+100,65.525
K1079+120,65.575
K1079+140,65.625
K1079+160,65.65
K1079+180,65.645
K1079+200,65.615
K1079+220,65.58
K1079+240,65.505
K1079+260,65.435
K1079+280,65.365
K1079+300,65.285
K1079+320,65.22
K1079+340,65.145
K1079+360,65.075
K1079+380,65.01
K1079+400,64.945
K1079+420,64.885
K1079+440,64.815
K1079+460,64.735
K1079+480,64.695
K1079+500,64.625
K1079+520,64.555
K1079+540,64.49
K1079+560,64.415
K1079+580,64.35
K1079+600,64.28
K1079+620,64.21
K1079+640,64.15
K1079+660,64.095
K1079+680,64.005
K1079+700,63.955
K1079+720,63.88
K1079+740,63.81
K1079+760,63.79
K1079+780,63.77
K1079+800,63.775
K1079+820,63.81
K1079+840,63.87
K1079+860,63.94
K1079+880,64.02
K1079+900,64.14
K1079+920,64.245
K1079+940,64.365
K1079+960,64.475
K1079+980,64.595
K1080+000,64.72
K1080+020,64.84
K1080+040,64.965
K1080+060,65.08
K1080+080,65.2
K1080+100,65.33
K1080+120,65.46
K1080+140,65.59
K1080+160,65.69
K1080+180,65.83
K1080+200,65.95
K1080+220,66.06
K1080+240,66.185
K1080+260,66.295
K1080+280,66.41
K1080+300,66.535
K1080+320,66.65
K1080+340,66.755
K1080+360,66.875
K1080+380,66.99
K1080+400,67.09
K1080+420,67.225
K1080+440,67.315
K1080+460,67.395
K1080+480,67.47
K1080+500,67.51
K1080+520,67.495
K1080+540,67.495
K1080+560,67.485
K1080+580,67.43
K1080+600,67.375
K1080+620,67.295
K1080+640,67.25
K1080+660,67.16
K1080+680,67.06
K1080+700,67.01
K1080+720,66.94
K1080+740,66.865
K1080+760,66.785
K1080+780,66.74
K1080+800,66.655
K1080+820,66.565
K1080+840,66.495
K1080+860,66.43
K1080+880,66.355
K1080+900,66.28
K1080+920,66.21
K1080+940,66.14
K1080+960,66.07
K1080+980,65.97
K1080+990,65.89
K1081+000,65.835
K1081+020,65.75
K1081+040,65.68
K1081+060,65.595
K1081+080,65.53
K1081+100,65.465
K1081+120,65.4
K1081+140,65.32
K1081+160,65.25
K1081+180,65.185
K1081+200,65.105
K1081+220,65.03
K1081+240,64.97
K1081+260,64.895
K1081+280,64.815
K1081+300,64.75
K1081+320,64.665
K1081+340,64.59
K1081+360,64.53
K1081+380,64.465
K1081+400,64.38
K1081+420,64.295
K1081+440,64.185
K1081+460,64.055
K1081+480,63.9
K1081+500,63.73
K1081+520,63.55
K1081+540,63.355
K1081+560,63.11
K1081+580,62.865
K1081+600,62.62
K1081+620,62.37
K1081+640,62.14
K1081+660,61.895
K1081+680,61.655
K1081+700,61.41
K1081+720,61.17
K1081+740,60.915
K1081+760,60.67
K1081+780,60.41
K1081+800,60.165
K1081+820,59.925
K1081+840,59.665
K1081+860,59.44
K1081+880,59.18
K1081+900,58.935
K1081+920,58.69
K1081+940,58.43
K1081+960,58.205
K1081+980,57.96
K1082+000,57.715
K1082+020,57.465
K1082+040,57.205
K1082+060,56.96
K1082+080,56.715
K1082+100,56.455
K1082+120,56.215
K1082+140,55.98
K1082+160,55.74
K1082+180,55.49
K1082+200,55.26
K1082+220,55.02
K1082+240,54.79
K1082+260,54.58
K1082+280,54.4
K1082+300,54.275
K1082+320,54.175
K1082+340,54.11
K1082+360,54.085
K1082+380,54.1
K1082+400,54.115
K1082+420,54.18
K1082+440,54.275
K1082+460,54.41
K1082+480,54.585
K1082+500,54.78
K1082+520,55.03
K1082+540,55.27
K1082+560,55.525
K1082+580,55.76
K1082+600,56.015
K1082+620,56.265
K1082+640,56.475
K1082+660,56.71
K1082+680,56.96
K1082+700,57.195
K1082+720,57.475
K1082+740,57.745
K1082+760,58.015
K1082+780,58.27
K1082+800,58.52
K1082+820,58.77
K1082+840,59.02
K1082+860,59.275
K1082+880,59.505
K1082+900,59.715
K1082+920,59.895
K1082+940,60.07
K1082+960,60.215
K1082+980,60.35
K1083+000,60.465
K1083+020,60.56
K1083+040,60.63
K1083+060,60.68
K1083+080,60.71
K1083+100,60.72
K1083+120,60.705
K1083+140,60.67
K1083+160,60.63
K1083+180,60.55
K1083+200,60.465
K1083+220,60.35
K1083+240,60.21
K1083+260,60.065
K1083+280,59.89
K1083+300,59.71
K1083+320,59.52
K1083+340,59.32
K1083+360,59.12
K1083+380,58.91
K1083+400,58.72
K1083+420,58.525
K1083+440,58.345
K1083+460,58.145
K1083+480,57.91
K1083+500,57.735
K1083+520,57.52
K1083+540,57.325
K1083+560,57.13
K1083+580,56.94
K1083+600,56.77
K1083+620,56.645
K1083+640,56.535
K1083+660,56.485
K1083+680,56.435
K1083+700,56.435
K1083+720,56.475
K1083+740,56.535
K1083+760,56.6
K1083+780,56.78
K1083+800,56.955
K1083+820,57.165
K1083+840,57.405
K1083+860,57.68
K1083+880,57.975
K1083+900,58.265
K1083+920,58.555
K1083+940,58.855
K1083+960,59.15
K1083+980,59.44
K1084+000,59.74
K1084+020,60.03
K1084+040,60.31
K1084+060,60.6
K1084+080,60.89
K1084+100,61.2
K1084+120,61.49
K1084+140,61.775
K1084+160,62.07
K1084+180,62.35
K1084+200,62.63
K1084+220,62.91
K1084+240,63.185
K1084+260,63.405
K1084+280,63.6
K1084+300,63.8
K1084+320,63.97
K1084+340,64.135
K1084+360,64.265
K1084+380,64.4
K1084+400,64.51
K1084+420,64.635
K1084+440,64.75
K1084+460,64.87
K1084+480,64.985
K1084+500,65.08
K1084+520,65.21
K1084+540,65.34
K1084+560,65.48
K1084+580,65.585
K1084+600,65.705
K1084+620,65.835
K1084+640,65.94
K1084+660,66.055
K1084+680,66.175
K1084+700,66.295
K1084+720,66.43
K1084+740,66.535
K1084+760,66.645
K1084+780,66.785
K1084+800,66.895
K1084+820,66.995
K1084+840,67.125
K1084+860,67.255
K1084+880,67.405
K1084+900,67.55
K1084+920,67.695
K1084+940,67.87
K1084+960,68.015
K1084+980,68.195
K1085+000,68.415
K1085+020,68.605
K1085+040,68.815
K1085+060,69.035
K1085+080,69.255
K1085+100,69.475
K1085+120,69.705
K1085+140,69.955
K1085+160,70.21
K1085+180,70.455
K1085+200,70.724
K1085+220,70.975
K1085+240,71.1805
K1085+260,71.447
K1085+280,71.7025
K1085+300,71.95
K1085+320,72.1985
K1085+340,72.456
K1085+360,72.7085
K1085+380,72.954
K1085+400,73.19
K1085+420,73.45
K1085+440,73.69
K1085+460,73.93
K1085+480,74.2195
K1085+500,74.475
K1085+520,74.71
K1085+540,74.95
K1085+560,75.21
K1085+580,75.45
K1085+600,75.69
K1085+620,75.94
K1085+640,76.16
K1085+660,76.37
K1085+680,76.535
K1085+700,76.685
K1085+720,76.835
K1085+740,76.975
K1085+760,77.105
K1085+780,77.18
K1085+800,77.245
K1085+820,77.29
K1085+840,77.305
K1085+860,77.295
K1085+880,77.28
K1085+900,77.255
K1085+920,77.185
K1085+940,77.115
K1085+960,77.02
K1085+980,76.91
K1086+000,76.785
K1086+020,76.62
K1086+040,76.44
K1086+060,76.255
K1086+080,76.05
K1086+100,75.805
K1086+120,75.55
K1086+140,75.275
K1086+160,74.97
K1086+180,74.705
K1086+200,74.39
K1086+220,74.08
K1086+240,73.775
K1086+260,73.465
K1086+280,73.155
K1086+300,72.85
K1086+320,72.545
K1086+340,72.23
K1086+360,71.915
K1086+380,71.59
K1086+400,71.305
K1086+420,70.995
K1086+440,70.69
K1086+460,70.39
K1086+480,70.09
K1086+500,69.78
K1086+520,69.48
K1086+540,69.165
K1086+560,68.855
K1086+580,68.56
K1086+600,68.245
K1086+620,67.95
K1086+640,67.635
K1086+660,67.335
K1086+680,67.03
K1086+700,66.71
K1086+720,66.44
K1086+740,66.165
K1086+760,65.905
K1086+780,65.67
K1086+800,65.45
K1086+820,65.26
K1086+840,65.08
K1086+860,64.935
K1086+880,64.785
K1086+900,64.645
K1086+920,64.56
K1086+940,64.495
K1086+960,64.44
K1086+980,64.4
K1087+000,64.38
K1087+020,64.38
K1087+040,64.395
K1087+060,64.43
K1087+080,64.49
K1087+100,64.585
K1087+120,64.695
K1087+140,64.82
K1087+160,64.93
K1087+180,65.055
K1087+200,65.17
K1087+220,65.31
K1087+240,65.41
K1087+260,65.535
K1087+280,65.66
K1087+300,65.785
K1087+320,65.915
K1087+340,66.03
K1087+360,66.155
K1087+380,66.275
K1087+400,66.39
K1087+420,66.51
K1087+440,66.63
K1087+460,66.75
K1087+480,66.87
K1087+500,67.015
K1087+520,67.12
K1087+540,67.23
K1087+560,67.355
K1087+580,67.465
K1087+600,67.58
K1087+620,67.695
K1087+640,67.82
K1087+660,67.95
K1087+680,68.06
K1087+700,68.175
K1087+720,68.295
K1087+740,68.39
K1087+760,68.46
K1087+780,68.515
K1087+800,68.56
K1087+820,68.575
K1087+840,68.575
K1087+860,68.56
K1087+880,68.53
K1087+900,68.455
K1087+920,68.365
K1087+940,68.265
K1087+960,68.135
K1087+980,67.995
K1088+000,67.845
K1088+020,67.66
K1088+040,67.455
K1088+060,67.23
K1088+080,66.98
K1088+100,66.74
K1088+120,66.45
K1088+140,66.15
K1088+160,65.84
K1088+180,65.5
K1088+200,65.1655
K1088+220,64.838
K1088+240,64.515
K1088+260,64.1865
K1088+280,63.85
K1088+300,63.517
K1088+320,63.1795
K1088+340,62.84
K1088+360,62.517
K1088+380,62.1785
K1088+400,61.8475
K1088+420,61.519
K1088+440,61.1825
K1088+460,60.857
K1088+480,60.515
K1088+500,60.175
K1088+520,59.8335
K1088+540,59.4905
K1088+560,59.1735
K1088+580,58.8365
K1088+600,58.5155
K1088+620,58.189
K1088+640,57.8455
K1088+660,57.5135
K1088+680,57.175
K1088+700,56.855
K1088+720,56.535
K1088+740,56.2
K1088+760,55.865
K1088+780,55.55
K1088+800,55.205
K1088+820,54.87
K1088+840,54.545
K1088+860,54.205
K1088+880,53.89
K1088+900,53.55
K1088+920,53.22
K1088+940,52.905
K1088+960,52.59
K1088+980,52.31
K1089+000,52.03
K1089+020,51.795
K1089+040,51.575
K1089+060,51.38
K1089+080,51.205
K1089+100,51.04
K1089+120,50.9
K1089+140,50.8
K1089+160,50.7
K1089+180,50.61
K1089+200,50.535
K1089+220,50.51
K1089+240,50.505
K1089+260,50.495
K1089+280,50.495
K1089+300,50.495
K1089+320,50.5
K1089+340,50.49
K1089+360,50.485
K1089+380,50.495
K1089+400,50.5
K1089+420,50.435
K1089+440,50.49
K1089+460,50.485
K1089+480,50.5
K1089+500,50.485
K1089+520,50.49
K1089+540,50.525
K1089+560,50.525
K1089+580,50.525
K1089+600,50.535
K1089+620,50.525
K1089+640,50.525
K1089+660,50.525
K1089+680,50.52
K1089+700,50.515
K1089+720,50.51
K1089+740,50.515
K1089+760,50.505
K1089+780,50.475
K1089+800,50.475
K1089+820,50.475
K1089+840,50.485
K1089+860,50.48
K1089+880,50.48
K1089+900,50.47
K1089+920,50.45
K1089+940,50.465
K1089+960,50.46
K1089+980,50.465
K1090+000,50.475
K1090+020,50.47
K1090+040,50.495
K1090+060,50.515
K1090+080,50.49
K1090+100,50.495
K1090+120,50.505
K1090+140,50.48
K1090+160,50.49
K1090+180,50.49
K1090+200,50.49
K1090+220,50.485
K1090+240,50.49
K1090+260,50.485
K1090+280,50.485
K1090+300,50.475
K1090+320,50.47
K1090+340,50.47
K1090+360,50.455
K1090+380,50.52
K1090+400,50.59
K1090+420,50.67
K1090+440,50.77
K1090+460,50.865
K1090+480,50.985
K1090+500,51.15
K1090+520,51.32
K1090+540,51.5
K1090+560,51.735
K1090+580,51.985
K1090+600,52.24
K1090+620,52.51
K1090+640,52.795
K1090+660,53.08
K1090+680,53.37
K1090+700,53.66
K1090+720,53.955
K1090+740,54.245
K1090+760,54.515
K1090+780,54.8
K1090+800,55.1
K1090+820,55.4
K1090+840,55.695
K1090+860,55.98
K1090+880,56.27
K1090+900,56.57
K1090+920,56.855
K1090+940,57.15
K1090+960,57.435
K1090+980,57.725
K1091+000,58.02
K1091+020,58.3
K1091+040,58.585
K1091+060,58.875
K1091+080,59.175
K1091+100,59.45
K1091+120,59.745
K1091+140,60.04
K1091+160,60.33
K1091+180,60.635
K1091+200,60.905
K1091+220,61.2
K1091+240,61.5
K1091+260,61.805
K1091+280,62.1
K1091+300,62.375
K1091+320,62.67
K1091+340,62.965
K1091+360,63.25
K1091+380,63.54
K1091+400,63.82
K1091+420,64.11
K1091+440,64.39
K1091+460,64.685
K1091+480,64.975
K1091+500,65.27
K1091+520,65.555
K1091+540,65.84
K1091+560,66.135
K1091+580,66.43
K1091+600,66.72
K1091+620,67.01
K1091+640,67.305
K1091+660,67.6
K1091+680,67.89
K1091+700,68.175
K1091+720,68.465
K1091+740,68.745
K1091+760,69.035
K1091+780,69.325
K1091+800,69.61
K1091+820,69.88
K1091+840,70.12
K1091+860,70.33
K1091+880,70.545
K1091+900,70.73
K1091+920,70.88
K1091+940,71.015
K1091+960,71.135
K1091+980,71.235
K1092+000,71.325
K1092+020,71.39
K1092+040,71.43
K1092+060,71.455
K1092+080,71.46
K1092+100,71.435
K1092+120,71.4
K1092+140,71.345
K1092+160,71.255
K1092+180,71.145
K1092+200,71.025
K1092+220,70.89
K1092+240,70.73
K1092+260,70.555
K1092+280,70.35
K1092+300,70.145
K1092+320,69.94
K1092+340,69.725
K1092+360,69.51
K1092+380,69.3
K1092+400,69.09
K1092+420,68.89
K1092+440,68.665
K1092+460,68.445
K1092+480,68.24
K1092+500,68.04
K1092+520,67.82
K1092+540,67.61
K1092+560,67.405
K1092+580,67.185
K1092+600,66.975
K1092+620,66.775
K1092+640,66.555
K1092+660,66.35
K1092+680,66.135
K1092+700,65.92
K1092+720,65.705
K1092+740,65.49
K1092+760,65.285
K1092+780,65.08
K1092+800,64.855
K1092+820,64.655
K1092+840,64.425
K1092+860,64.22
K1092+880,64.035
K1092+900,63.855
K1092+920,63.67
K1092+940,63.49
K1092+960,63.33
K1092+980,63.165
K1093+000,63.02
K1093+020,62.865
K1093+040,62.72
K1093+060,62.575
K1093+080,62.46
K1093+100,62.33
K1093+120,62.22
K1093+140,62.11
K1093+160,61.995
K1093+180,61.875
K1093+200,61.74
K1093+220,61.615
K1093+240,61.505
K1093+260,61.375
K1093+280,61.25
K1093+300,61.13
K1093+320,61.025
K1093+340,60.91
K1093+360,60.785
K1093+380,60.675
K1093+400,60.555
K1093+420,60.435
K1093+440,60.32
K1093+460,60.21
K1093+480,60.1
K1093+500,59.98
K1093+520,59.865
K1093+540,59.745
K1093+560,59.62
K1093+580,59.515
K1093+600,59.4
K1093+620,59.275
K1093+640,59.155
K1093+660,59.045
K1093+680,58.9
K1093+700,58.785
K1093+720,58.68
K1093+740,58.57
K1093+760,58.43
K1093+780,58.305
K1093+800,58.185
K1093+820,58.075
K1093+840,57.95
K1093+860,57.835
K1093+880,57.72
K1093+900,57.6
K1093+920,57.475
K1093+940,57.37
K1093+960,57.24
K1093+980,57.12
K1094+000,56.99
K1094+020,56.88
K1094+040,56.775
K1094+060,56.67
K1094+080,56.57
K1094+100,56.485
K1094+120,56.395
K1094+140,56.3
K1094+160,56.22
K1094+180,56.175
K1094+200,56.135
K1094+220,56.09
K1094+240,56.035
K1094+260,56.01
K1094+280,55.985
K1094+300,55.975
K1094+320,55.965
K1094+340,55.955
K1094+360,55.955
K1094+380,55.94
K1094+400,55.945
K1094+420,55.965
K1094+440,55.95
K1094+460,55.96
K1094+480,55.955
K1094+500,55.96
K1094+520,55.96
K1094+540,55.945
K1094+560,55.955
K1094+580,55.955
K1094+600,55.945
K1094+620,55.955
K1094+640,55.968
K1094+660,56.003
K1094+680,55.9905
K1094+700,55.9555
K1094+720,55.946
K1094+740,55.9815
K1094+760,55.9865
K1094+780,55.9935
K1094+800,56
K1094+820,55.9985
K1094+840,56.047
K1094+860,56.0965
K1094+880,56.134
K1094+900,56.1845
K1094+920,56.253
K1094+940,56.324
K1094+960,56.419
K1094+980,56.51
K1095+000,56.591
K1095+020,56.691
K1095+040,56.796
K1095+060,56.9
K1095+080,57.013
K1095+100,57.11
K1095+120,57.217
K1095+140,57.328
K1095+160,57.4315
K1095+180,57.5725
K1095+200,57.683
K1095+220,57.785
K1095+240,57.88
K1095+260,57.983
K1095+280,58.106
K1095+300,58.2005
K1095+320,58.3155
K1095+340,58.395
K1095+360,58.4775
K1095+380,58.614
K1095+400,58.721
K1095+420,58.842
K1095+440,58.935
K1095+460,59.04
K1095+480,59.135
K1095+500,59.24
K1095+520,59.32
K1095+540,59.46
K1095+560,59.56
K1095+580,59.665
K1095+600,59.77
K1095+620,59.875
K1095+640,59.99
K1095+660,60.095
K1095+680,60.21
K1095+700,60.305
K1095+720,60.42
K1095+740,60.515
K1095+760,60.65
K1095+780,60.75
K1095+800,60.865
K1095+820,60.97
K1095+840,61.045
K1095+860,61.15
K1095+880,61.275
K1095+900,61.425
K1095+920,61.565
K1095+940,61.695
K1095+960,61.825
K1095+980,61.985
K1096+000,62.14
K1096+020,62.285
K1096+040,62.445
K1096+060,62.635
K1096+080,62.795
K1096+100,62.98
K1096+120,63.16
K1096+140,63.35
K1096+160,63.535
K1096+180,63.725
K1096+200,63.91
K1096+220,64.115
K1096+240,64.295
K1096+260,64.485
K1096+280,64.67
K1096+300,64.855
K1096+320,65.04
K1096+340,65.225
K1096+360,65.405
K1096+380,65.585
K1096+400,65.765
K1096+420,65.96
K1096+440,66.155
K1096+460,66.345
K1096+480,66.52
K1096+500,66.7
K1096+520,66.895
K1096+540,67.075
K1096+560,67.265
K1096+580,67.46
K1096+600,67.645
K1096+620,67.82
K1096+640,68.015
K1096+660,68.22
K1096+680,68.375
K1096+700,68.56
K1096+720,68.77
K1096+740,68.97
K1096+760,69.155
K1096+780,69.36
K1096+800,69.53
K1096+820,69.735
K1096+840,69.905
K1096+860,70.09
K1096+880,70.295
K1096+900,70.46
K1096+920,70.635
K1096+940,70.825
K1096+960,71.025
K1096+980,71.2
K1097+000,71.385
K1097+020,71.54
K1097+040,71.685
K1097+060,71.825
K1097+080,71.94
K1097+100,72.05
K1097+120,72.125
K1097+140,72.195
K1097+160,72.255
K1097+180,72.29
K1097+200,72.32
K1097+220,72.325
K1097+240,72.315
K1097+260,72.3
K1097+280,72.265
K1097+300,72.205
K1097+320,72.14
K1097+340,72.055
K1097+360,71.955
K1097+380,71.84
K1097+400,71.715
K1097+420,71.59
K1097+440,71.47
K1097+460,71.35
K1097+480,71.23
K1097+500,71.115
K1097+520,70.98
K1097+540,70.87
K1097+560,70.76
K1097+580,70.63
K1097+600,70.515
K1097+620,70.4
K1097+640,70.27
K1097+660,70.16
K1097+680,70.015
K1097+700,69.895
K1097+720,69.77
K1097+740,69.65
K1097+760,69.525
K1097+780,69.375
K1097+800,69.255
K1097+820,69.13
K1097+840,69.03
K1097+860,68.905
K1097+880,68.785
K1097+900,68.66
K1097+920,68.53
K1097+940,68.41
K1097+960,68.29
K1097+980,68.155
K1098+000,68.05
K1098+020,67.92
K1098+040,67.79
K1098+060,67.665
K1098+080,67.55
K1098+100,67.43
K1098+120,67.31
K1098+140,67.17
K1098+160,67.03
K1098+180,66.925
K1098+200,66.805
K1098+220,66.685
K1098+240,66.55
K1098+260,66.42
K1098+280,66.295
